sales_date,product_type,product_name,quantity,price
2022-08-04 17:55:00,Classic Cocktail,Mojito,1,350
2022-08-04 17:55:00,Classic Cocktail,Negroni,1,380
2022-08-04 17:55:00,Classic Cocktail,Old Fashion,1,350
2022-08-04 17:55:00,Classic Cocktail,Mojito,1,350
2022-08-04 17:55:00,Classic Cocktail,Gin  Tonic,1,320
2022-08-04 17:55:00,Classic Cocktail,Penicillin,1,400
2022-08-04 17:55:00,Gin,THE BOTANIST 22,1,450
2022-08-04 17:55:00,Ocard兌換券,O-迎賓小點,1,0
2022-08-04 17:55:00,Ocard兌換券,黃金會員入會禮兌換券,4,0
2022-08-04 17:55:00,Ocard兌換券,O-迎賓小點,4,0
2022-08-04 17:55:00,Ocard兌換券,O-壽星特調,1,0
2022-08-04 17:55:00,Ocard兌換券,黃金會員入會禮兌換券,1,0
2022-08-04 17:55:00,Ocard兌換券,會員生日禮,1,0
2022-08-04 17:55:00,Ocard兌換券,黃金會員二樓限定酒水兌換券,5,0
2022-08-04 17:55:00,Other Classic,Gin Fizz,1,350
2022-08-04 17:55:00,Signature Cocktail,白霜,1,380
2022-08-04 17:55:00,Signature Cocktail,浮生若夢,1,400
2022-08-04 17:55:00,Signature Cocktail,琥珀,1,380
2022-08-04 17:55:00,Signature Cocktail,炙陽,1,380
2022-08-04 17:55:00,Signature Cocktail,尋根,1,400
2022-08-04 17:55:00,Signature Cocktail,浪子之琴,1,420
2022-08-04 17:55:00,Signature Cocktail,琥珀,1,380
2022-08-04 17:55:00,Signature Cocktail,初夏 (PERONI仲夏限定特調),1,400
2022-08-04 17:55:00,Signature Cocktail,尋根,1,400
2022-08-04 17:55:00,Signature Cocktail,白霜,1,380
2022-08-04 17:55:00,Signature Cocktail,雲初之上,1,400
2022-08-04 17:55:00,Signature Cocktail,尋根,1,400
2022-08-04 17:55:00,Signature Cocktail,尋根,1,400
2022-08-04 17:55:00,Signature Cocktail,龍柏,1,400
2022-08-04 17:55:00,Signature Cocktail,琥珀,1,380
2022-08-04 17:55:00,Signature Cocktail,雲初之上,1,400
2022-08-04 17:55:00,Special及活動,Special Cocktail,1,350
2022-08-04 17:55:00,下酒菜,松阪豬炒水蓮,1,220
2022-08-04 17:55:00,下酒菜,麻辣鍋巴魚,1,300
2022-08-04 17:55:00,下酒菜,油潑香辣腱子肉,1,240
2022-08-04 17:55:00,主食,干貝雞汁拌麵,1,260
2022-08-04 17:55:00,主食,干貝雞汁拌麵,1,260
2022-08-04 17:55:00,主食,香辣干燒蝦拌麵,1,260
2022-08-04 17:55:00,主食,干貝雞汁拌麵,1,260
2022-08-04 17:55:00,主食,野菇櫻花蝦飯,1,250
2022-08-04 17:55:00,主食,干貝雞汁拌麵,1,260
2022-08-04 17:55:00,主食,香辣干燒蝦拌麵,1,260
2022-08-04 17:55:00,主食,香辣干燒蝦拌麵,1,260
2022-08-04 17:55:00,主食,香辣干燒蝦拌麵,1,260
2022-08-04 17:55:00,招待,招待Tequila Shot,5,0
2022-08-04 17:55:00,湯物,番茄豚肉湯,1,320
2022-08-04 17:55:00,湯物,番茄豚肉湯,1,320
2022-08-04 17:55:00,滷味,自制滷豆干,1,100
2022-08-04 17:55:00,滷味,秘制滷味拼盤,1,360
2022-08-04 17:55:00,滷味,秘制滷味拼盤,1,360
2022-08-04 17:55:00,滷味,香滷牛三寶拼盤,1,380
2022-08-04 17:55:00,滷味,秘制滷味拼盤,1,360
2022-08-04 17:55:00,滷味,秘制滷味拼盤,1,360
2022-08-04 17:55:00,炸物,吉祥炸物拼盤,1,450
2022-08-04 17:55:00,炸物,太極雙醬薯條,1,220
2022-08-04 17:55:00,炸物,可樂果炸雞,1,320
2022-08-04 17:55:00,炸物,可樂果炸雞,1,320
2022-08-04 17:55:00,特色餐點,烏金堅果乾酪燒,1,240
2022-08-04 17:55:00,甜點,冰心綠豆糕,1,120
2022-08-04 17:55:00,過往活動及已下架產品,綻,2,0
2022-08-04 17:55:00,開胃小點,經典台式泡菜,1,80
2022-08-04 17:55:00,開胃小點,臥龍三椒鳳爪,1,120
2022-08-04 17:56:00,Classic Cocktail,Old Fashion,1,350
2022-08-04 17:56:00,Ocard兌換券,會員生日禮,1,0
2022-08-04 17:56:00,Ocard兌換券,O-壽星特調,1,0
2022-08-04 17:56:00,Other Classic,JagerBomb,1,350
2022-08-04 17:56:00,Signature Cocktail,琥珀,1,380
2022-08-04 17:56:00,Signature Cocktail,尋根,1,400
