"結帳時間","類型","單號/交易序號","","發票號碼","銷售金額","實收金額","服務費","折扣","稅額","支付方式","員工",""
"2022/08/2702:33","內用","17
2022082618270017
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2702:34","內用","32
2022082702330033
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2702:53","內用","33
2022082702530034
 作廢2022/08/27 03:08","","","9,702","9,702","882","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2703:08","內用","36
2022082703080037
","","","9,702","9,702","882","0","0","=""現金""","-(000000)90466979",""
"2022/08/2703:39","內用","1
2022082703380001
","","","902","902","82","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2703:40","內用","2
2022082703390002
","","","1,280","1,280","0","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2720:21","內用","11
2022082718160011
","","","4,720","4,500","0","220","0","=""信用卡""","-(000000)90466979",""
"2022/08/2720:34","內用","9
2022082717410009
","","","2,552","2,552","232","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2720:50","內用","10
2022082717540010
","","","6,446","6,446","586","0","0","=""現金""","-(000000)90466979",""
"2022/08/2722:13","內用","5
2022082717390005
","","","6,193","6,193","563","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2722:40","內用","19
2022082722400019
","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2723:11","內用","13
2022082720130013
","","","4,543","4,543","413","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2723:34","內用","16
2022082722090016
","","","2,013","2,013","183","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2723:57","內用","20
2022082722490020
 作廢2022/08/28 02:28","","","2,178","2,178","198","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2800:10","內用","17
2022082722100017
","","","4,037","4,037","367","0","0","=""現金""","-(000000)90466979",""
"2022/08/2800:12","內用","4
2022082717390004
","","","8,404","8,404","764","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2800:26","內用","18
2022082722160018
","","","3,036","3,036","276","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2800:30","內用","15
2022082721110015
","","","1,914","1,914","174","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2800:57","內用","21
2022082723130021
","","","1,276","1,276","116","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2801:01","內用","8
2022082717400008
","","","2,772","2,772","252","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2801:11","內用","24
2022082800340024
","","","770","770","70","0","0","=""現金""","-(000000)90466979",""
"2022/08/2801:14","內用","25
2022082801130025
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2801:34","內用","7
2022082717400007
","","","3,003","3,003","273","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2801:45","內用","23
2022082800280023
","","","2,992","2,992","272","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2802:15","內用","27-1
2022082802150028
","","","440","440","40","0","0","=""現金""","-(000000)90466979",""
"2022/08/2802:16","內用","27-2
2022082802160029
","","","110","110","10","0","0","=""現金""","-(000000)90466979",""
"2022/08/2802:16","內用","27
2022082801560027
","","","440","440","40","0","0","=""現金""","-(000000)90466979",""
"2022/08/2802:19","內用","3
2022082717240003
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2802:22","內用","26
2022082801240026
","","","880","880","80","0","0","=""現金""","-(000000)90466979",""
"2022/08/2802:30","內用","29
2022082802290031
","","","2,178","2,178","198","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2821:29","內用","5
2022082819350005
","","","1,320","1,320","120","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2821:34","內用","9
2022082821340009
 作廢2022/08/28 21:36","","","100","100","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2821:37","內用","10
2022082821360010
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2822:38","內用","4
2022082819180004
","","","2,222","2,002","202","220","0","=""信用卡""","-(000000)90466979",""
"2022/08/2822:46","內用","8
2022082821330008
","","","1,210","1,210","110","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2823:53","內用","7
2022082821080007
","","","2,618","2,618","238","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2823:54","內用","12
2022082822200012
","","","1,309","1,309","119","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2823:56","內用","2
2022082817360002
","","","4,103","4,103","373","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2900:10","內用","13
2022082822490013
","","","825","825","75","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2900:17","內用","11
2022082821470011
","","","1,551","1,551","141","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2900:37","內用","3
2022082817360003
","","","6,281","6,281","571","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2901:24","內用","14
2022082900570014
","","","473","473","43","0","0","=""現金""","-(000000)90466979",""
"2022/08/2901:26","內用","6
2022082819520006
","","","4,114","4,114","374","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2901:28","內用","1
2022082816490001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2917:23","內用","2
2022082917230002
","","","125","125","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/2920:39","內用","6
2022082919310006
","","","418","418","38","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2922:05","內用","7
2022082919570007
","","","1,430","1,430","130","0","0","=""現金""","-(000000)90466979",""
"2022/08/2923:24","內用","10-1
2022082923180011
","","","1,727","1,727","157","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2923:26","內用","10
2022082921560010
","","","4,642","4,642","422","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/2923:27","內用","8
2022082920520008
","","","2,398","1,898","218","500","0","=""信用卡""","-(000000)90466979",""
"2022/08/2923:32","內用","3
2022082917340003
","","","4,994","4,994","454","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3000:17","內用","11
2022082923420012
","","","1,364","1,364","124","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3001:06","內用","12
2022083000140013
","","","748","748","68","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3001:43","內用","9
2022082921510009
","","","2,992","2,742","272","250","0","=""現金""","-(000000)90466979",""
"2022/08/3001:43","內用","5
2022082917390005
","","","1,859","1,859","169","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3001:45","內用","13
2022083001270014
 作廢2022/08/30 01:52","","","850","850","0","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3001:46","內用","1
2022082902000001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/3001:52","內用","14
2022083001520015
","","","850","850","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/3001:54","內用","4
2022082917340004
","","","6,380","6,380","580","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3001:55","內用","15
2022083001550016
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/3023:52","內用","3
2022083021470003
","","","1,080","756","0","324","0","=""信用卡""","-(000000)90466979",""
"2022/08/3101:32","內用","6
2022083101160006
","","","2,200","2,200","200","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3101:39","內用","4
2022083023160004
","","","1,716","1,716","156","0","0","=""LINE Pay""","-(000000)90466979",""
"2022/08/3101:41","內用","5
2022083100280005
","","","2,629","2,629","239","0","0","=""信用卡""","-(000000)90466979",""
"2022/08/3101:41","內用","1
2022083002180001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"2022/08/3122:52","內用","5
2022083118130005
","","DK09469950","3,322","3,322","302","0","158","=""信用卡""","-(000000)90466979",""
"2022/08/3123:42","內用","9
2022083123410009
","","DK09469951","6,600","5,940","600","660","283","=""信用卡""","-(000000)90466979",""
"2022/09/0100:00","內用","2
2022083117360002
 作廢2022/09/01 00:01","","","3,971","3,871","361","100","0","=""信用卡""","-(000000)90466979",""
"2022/09/0100:02","內用","3
2022083117360003
","","FM32358101","8,921","8,921","811","0","425","=""信用卡""","-(000000)90466979",""
"2022/09/0100:02","內用","10
2022090100010010
","","FM32358100","3,971","3,971","361","0","189","=""信用卡""","-(000000)90466979",""
"2022/09/0100:19","內用","6
2022083121490006
","","","4,499","4,499","409","0","0","=""信用卡""","-(000000)90466979",""
"2022/09/0100:43","內用","8
2022083123250008
","","","858","858","78","0","0","=""現金""","-(000000)90466979",""
"2022/09/0100:52","內用","7
2022083121500007
","","","418","418","38","0","0","=""信用卡""","-(000000)90466979",""
"2022/09/0101:37","內用","4
2022083117430004
","","","29,425","28,925","2,675","500","0","=""信用卡""","-(000000)90466979",""
"2022/09/0101:40","內用","1
2022083117170001
","","","0","0","0","0","0","=""現金""","-(000000)90466979",""
"合計","","","","","$1,388,204","$1,368,312","$122,514","$19,892","$4,063","","",""
